lambda_0.16,lambda_0.17,lambda_0.18,lambda_0.19,lambda_0.2,lambda_0.21,lambda_0.22,lambda_0.23,lambda_0.24,lambda_0.25
62.51,100.86,136.59,179.96,223.75,270.61,312.76,353.53,401.24,445.8
62.34,100.73,136.63,179.94,223.81,270.69,312.89,353.58,401.44,445.98
62.3,100.81,136.73,179.98,223.93,270.63,312.98,353.74,401.44,446.19
62.31,100.93,136.73,180.04,223.98,270.76,313.09,353.87,401.57,446.39
62.39,100.88,136.74,180.12,224.04,270.83,313.16,353.86,401.73,446.39
62.41,100.91,136.73,180.2,224.13,270.89,313.12,353.89,401.8,446.5
62.41,100.98,136.83,180.25,224.2,270.92,313.29,353.97,401.83,446.54
62.4,101.04,136.87,180.28,224.25,270.95,313.32,354.1,401.9,446.65
62.49,101.01,136.87,180.31,224.32,270.95,313.43,354.11,401.97,446.6
62.55,101.09,136.84,180.31,224.36,271.03,313.53,354.25,402.07,446.76
62.61,101.11,136.79,180.3,224.38,271.11,313.59,354.32,402.26,446.71
62.64,101.0,136.82,180.24,224.47,271.19,313.65,354.46,402.39,446.84
62.72,100.97,136.83,180.32,224.47,271.16,313.78,354.57,402.48,446.91
62.73,101.03,136.82,180.38,224.51,271.15,313.79,354.63,402.49,447.05
62.77,101.14,136.78,180.37,224.53,271.14,313.9,354.76,402.53,447.09
62.83,101.17,136.87,180.35,224.59,271.23,314.0,354.89,402.65,447.08
62.71,101.17,136.87,180.44,224.66,271.34,314.01,355.09,402.8,447.24
62.81,101.25,136.91,180.54,224.65,271.43,314.1,355.16,402.91,447.32
62.92,101.16,136.85,180.69,224.72,271.47,314.11,355.31,402.98,447.4
62.82,101.16,137.01,180.67,224.74,271.45,314.11,355.32,403.04,447.49
62.86,101.2,137.08,180.82,224.81,271.58,314.15,355.43,403.11,447.55
62.76,101.27,137.16,180.8,224.76,271.56,314.21,355.52,403.28,447.6
62.86,101.33,137.21,180.88,224.86,271.57,314.23,355.61,403.32,447.73
62.93,101.34,137.24,180.9,224.89,271.6,314.43,355.72,403.42,447.88
62.99,101.46,137.29,180.86,224.97,271.71,314.43,355.83,403.44,447.96
62.93,101.47,137.3,180.94,225.01,271.85,314.47,355.91,403.54,448.07
62.92,101.51,137.33,181.0,225.04,271.95,314.64,356.04,403.53,448.29
63.02,101.49,137.29,180.98,225.16,271.97,314.76,356.16,403.6,448.33
62.97,101.54,137.29,180.94,225.21,271.92,314.83,356.19,403.71,448.45
63.02,101.52,137.25,180.87,225.23,271.93,314.84,356.24,403.77,448.58
63.08,101.55,137.27,180.85,225.19,272.0,314.85,356.38,403.83,448.67
63.1,101.65,137.25,180.81,225.24,272.03,314.97,356.53,403.97,448.81
63.1,101.63,137.34,180.82,225.26,272.04,315.11,356.6,404.05,449.01
63.14,101.63,137.35,180.85,225.3,272.06,315.16,356.69,404.09,449.04
63.08,101.7,137.44,180.89,225.29,272.03,315.23,356.92,404.25,449.18
63.16,101.73,137.46,180.91,225.46,272.08,315.26,357.07,404.42,449.28
63.1,101.81,137.5,180.89,225.43,272.19,315.13,357.07,404.46,449.41
63.19,101.96,137.5,180.93,225.39,272.19,315.23,357.1,404.52,449.56
63.1,101.99,137.61,180.99,225.49,272.3,315.25,357.15,404.57,449.63
63.13,101.98,137.67,180.97,225.62,272.31,315.29,357.29,404.61,449.63
63.04,101.96,137.75,180.95,225.76,272.35,315.31,357.42,404.76,449.6
63.06,102.0,137.79,180.96,225.88,272.41,315.39,357.51,404.76,449.59
63.0,101.97,137.74,181.11,225.94,272.42,315.46,357.71,404.97,449.7
63.02,101.94,137.78,181.06,225.96,272.49,315.53,357.78,405.1,449.74
63.13,102.04,137.82,181.03,226.0,272.51,315.53,357.77,405.06,449.84
63.12,102.14,137.91,181.12,226.09,272.61,315.58,357.78,405.1,449.94
63.22,102.15,137.86,181.18,226.12,272.64,315.69,357.95,405.19,450.01
63.29,102.07,137.9,181.22,226.16,272.61,315.71,357.97,405.34,450.18
63.27,102.06,137.87,181.25,226.22,272.72,315.81,358.08,405.39,450.29
63.36,102.04,137.99,181.32,226.23,272.84,315.83,358.12,405.56,450.42
63.37,102.13,138.04,181.35,226.3,272.87,315.95,358.27,405.54,450.54
63.33,102.15,138.02,181.36,226.36,272.9,315.99,358.4,405.67,450.59
63.42,102.22,138.03,181.46,226.38,273.02,315.96,358.55,405.89,450.61
63.51,102.22,138.11,181.5,226.36,273.14,316.05,358.57,406.0,450.79
63.53,102.22,138.23,181.56,226.37,273.22,315.99,358.61,406.09,450.92
63.52,102.28,138.29,181.61,226.37,273.33,316.01,358.69,406.15,451.01
63.55,102.34,138.17,181.6,226.49,273.37,316.12,358.73,406.38,451.16
63.51,102.39,138.26,181.64,226.55,273.46,316.07,358.79,406.5,451.34
63.53,102.4,138.33,181.67,226.56,273.43,316.18,358.83,406.63,451.43
63.54,102.44,138.27,181.79,226.56,273.46,316.19,358.88,406.73,451.5
63.56,102.57,138.37,181.9,226.59,273.55,316.26,358.9,406.79,451.49
63.56,102.63,138.44,181.91,226.66,273.58,316.38,359.0,406.89,451.6
63.54,102.69,138.62,181.88,226.83,273.53,316.52,359.06,407.03,451.77
63.52,102.7,138.71,182.0,226.88,273.67,316.58,359.24,407.17,451.9
63.46,102.78,138.66,182.0,226.88,273.65,316.62,359.33,407.24,452.03
63.4,102.73,138.66,182.01,226.94,273.67,316.57,359.39,407.41,452.09
63.49,102.8,138.72,181.99,227.0,273.77,316.72,359.44,407.67,452.1
63.53,102.84,138.77,182.0,227.06,273.77,316.79,359.55,407.7,452.17
63.54,102.95,138.89,182.01,227.13,273.79,316.81,359.56,407.71,452.35
63.52,102.95,138.89,181.92,227.14,273.94,316.81,359.71,407.93,452.44
63.59,102.95,138.95,181.89,227.25,274.02,316.94,359.84,407.97,452.62
63.61,102.96,138.92,181.9,227.34,274.07,316.92,359.94,408.16,452.65
63.63,102.98,138.93,181.86,227.47,274.19,316.95,359.97,408.3,452.84
63.7,102.94,138.98,181.87,227.53,274.28,316.94,360.04,408.39,452.9
63.69,102.96,138.97,181.91,227.71,274.43,317.12,360.18,408.4,453.03
63.81,103.0,139.01,181.96,227.65,274.55,317.21,360.29,408.35,453.12
63.85,102.97,139.02,181.97,227.69,274.72,317.19,360.36,408.43,453.34
63.8,103.05,139.01,181.98,227.63,274.75,317.18,360.35,408.51,453.52
63.77,103.04,139.06,181.98,227.66,274.76,317.16,360.43,408.71,453.61
63.84,103.06,139.1,181.96,227.65,274.81,317.28,360.57,408.85,453.69
63.89,103.13,139.12,182.03,227.65,274.79,317.38,360.65,408.87,453.8
63.96,103.17,139.06,182.06,227.74,274.69,317.48,360.78,408.87,453.89
63.96,103.18,139.06,182.16,227.81,274.77,317.43,361.0,408.89,453.94
63.97,103.22,139.04,182.09,227.83,274.76,317.37,361.01,408.97,454.14
63.99,103.24,139.03,182.18,227.81,274.71,317.54,361.2,409.1,454.27
63.96,103.25,139.04,182.15,227.86,274.78,317.62,361.26,409.22,454.26
63.93,103.24,139.05,182.2,228.0,274.86,317.71,361.25,409.24,454.43
63.87,103.25,139.11,182.3,228.03,274.89,317.82,361.4,409.31,454.62
63.91,103.23,139.22,182.33,228.16,274.82,317.96,361.53,409.27,454.69
63.99,103.19,139.34,182.31,228.19,274.87,318.12,361.68,409.41,454.83
64.04,103.21,139.29,182.34,228.18,274.94,318.29,361.76,409.52,455.0
64.1,103.3,139.25,182.3,228.15,275.0,318.38,361.82,409.63,455.13
64.16,103.29,139.33,182.33,228.25,275.16,318.4,361.92,409.76,455.15
64.14,103.36,139.36,182.3,228.28,275.35,318.47,362.09,409.85,455.13
64.19,103.35,139.43,182.32,228.35,275.48,318.54,362.09,409.96,455.29
64.24,103.31,139.47,182.28,228.35,275.62,318.54,362.18,409.98,455.41
64.28,103.38,139.47,182.32,228.48,275.71,318.5,362.19,410.13,455.53
64.33,103.39,139.52,182.41,228.57,275.74,318.56,362.23,410.25,455.68
64.25,103.34,139.51,182.47,228.56,275.8,318.67,362.2,410.43,455.71
64.34,103.4,139.5,182.56,228.64,275.86,318.7,362.36,410.53,455.84
64.29,103.54,139.54,182.63,228.76,275.94,318.7,362.38,410.51,456.05
64.33,103.58,139.59,182.77,228.79,275.95,318.72,362.52,410.65,456.18
64.38,103.6,139.43,182.8,228.88,276.02,318.83,362.69,410.77,456.24
64.38,103.6,139.47,182.82,229.03,276.08,318.89,362.84,410.88,456.28
64.36,103.58,139.46,182.84,229.1,276.01,318.9,362.92,410.94,456.39
64.3,103.74,139.48,182.81,229.07,275.95,318.97,363.07,411.03,456.46
64.2,103.73,139.43,182.75,229.0,276.2,318.99,363.21,411.14,456.63
64.17,103.79,139.48,182.89,229.09,276.24,319.05,363.27,411.27,456.76
64.16,103.82,139.47,182.99,229.16,276.34,319.12,363.31,411.32,456.74
64.1,103.8,139.45,182.95,229.17,276.4,319.17,363.4,411.43,456.95
64.07,103.82,139.58,183.04,229.22,276.6,319.31,363.43,411.61,457.08
64.05,103.74,139.58,183.01,229.28,276.64,319.31,363.46,411.66,457.04
64.04,103.83,139.58,183.02,229.28,276.63,319.3,363.47,411.72,457.02
63.99,103.85,139.58,183.08,229.32,276.73,319.4,363.55,411.88,457.15
63.95,103.95,139.52,183.16,229.34,276.72,319.49,363.65,411.94,457.21
63.93,104.1,139.54,183.27,229.43,276.8,319.56,363.7,412.1,457.4
63.84,104.09,139.57,183.39,229.56,276.86,319.65,363.92,412.2,457.52
63.79,104.12,139.61,183.33,229.54,276.96,319.67,364.0,412.32,457.54
63.78,104.02,139.64,183.38,229.56,276.97,319.73,364.02,412.5,457.67
63.79,104.06,139.57,183.37,229.66,277.02,319.81,364.07,412.78,457.69
63.77,104.16,139.59,183.49,229.73,277.07,319.84,364.13,412.95,457.78
63.81,104.12,139.6,183.54,229.76,277.13,319.95,364.18,413.15,457.99
63.88,104.11,139.6,183.55,229.79,277.16,320.07,364.24,413.25,458.02
63.9,104.16,139.59,183.64,229.84,277.18,320.11,364.29,413.29,458.12
63.93,104.17,139.63,183.67,230.01,277.22,320.23,364.29,413.34,458.2
63.96,104.16,139.75,183.76,229.95,277.32,320.31,364.44,413.37,458.25
63.96,104.25,139.79,183.83,230.0,277.41,320.31,364.66,413.51,458.46
63.98,104.29,139.89,183.85,230.04,277.56,320.39,364.75,413.63,458.51
64.01,104.15,139.97,184.04,230.05,277.61,320.48,364.79,413.63,458.59
64.1,104.18,139.98,184.08,230.11,277.68,320.57,364.83,413.86,458.54
64.07,104.21,140.03,184.08,230.1,277.71,320.58,364.93,413.96,458.58
64.07,104.19,140.05,184.16,230.11,277.86,320.74,365.14,414.15,458.66
64.11,104.24,139.98,184.24,230.1,277.98,320.66,365.24,414.17,458.74
64.11,104.28,140.01,184.34,230.08,278.13,320.71,365.3,414.24,458.79
64.25,104.33,140.04,184.31,230.09,278.23,320.75,365.36,414.34,458.9
64.28,104.38,140.05,184.36,230.12,278.28,320.97,365.59,414.45,458.98
64.27,104.4,139.97,184.43,230.2,278.3,321.05,365.6,414.6,459.03
64.32,104.41,139.95,184.59,230.27,278.34,321.08,365.75,414.73,459.18
64.34,104.45,140.02,184.7,230.26,278.34,321.16,365.88,414.81,459.27
64.35,104.47,140.03,184.72,230.32,278.28,321.31,365.96,414.84,459.21
64.34,104.54,140.06,184.67,230.28,278.38,321.31,366.01,414.96,459.36
64.42,104.48,140.1,184.63,230.31,278.37,321.44,366.06,415.1,459.39
64.51,104.4,140.21,184.73,230.41,278.41,321.55,366.18,415.15,459.51
64.45,104.4,140.29,184.85,230.43,278.39,321.59,366.28,415.38,459.6
64.4,104.48,140.37,184.92,230.47,278.4,321.72,366.5,415.52,459.76
64.42,104.49,140.33,184.99,230.57,278.51,321.76,366.68,415.64,459.99
64.44,104.56,140.46,185.0,230.62,278.48,321.79,366.82,415.87,460.12
64.39,104.65,140.52,184.87,230.68,278.42,321.98,367.03,415.92,460.28
64.32,104.71,140.57,184.88,230.69,278.42,322.08,367.04,415.95,460.42
64.33,104.83,140.65,184.85,230.73,278.48,322.17,367.05,416.03,460.61
64.36,104.84,140.71,185.02,230.77,278.64,322.26,367.14,416.14,460.64
64.51,104.83,140.75,184.99,230.84,278.68,322.37,367.27,416.23,460.78
64.48,104.87,140.75,185.07,230.85,278.77,322.42,367.31,416.21,460.85
64.47,104.97,140.83,185.08,230.93,278.79,322.44,367.5,416.41,460.9
64.4,105.07,140.94,185.14,231.0,278.82,322.64,367.6,416.45,461.0
64.47,104.98,141.05,185.15,231.2,278.87,322.7,367.67,416.43,461.06
64.55,104.95,141.18,185.15,231.25,279.01,322.81,367.7,416.51,461.12
64.55,104.95,141.13,185.19,231.33,279.13,322.89,367.79,416.8,461.34
64.57,104.94,141.28,185.29,231.38,279.19,322.93,367.96,416.81,461.37
64.58,105.0,141.22,185.32,231.39,279.15,323.03,368.03,416.99,461.43
64.67,105.01,141.29,185.25,231.52,279.13,323.13,368.11,417.08,461.51
64.7,105.07,141.3,185.27,231.61,279.1,323.19,368.18,417.09,461.63
64.64,105.23,141.37,185.25,231.76,279.19,323.36,368.27,417.2,461.66
64.61,105.28,141.32,185.25,231.77,279.36,323.42,368.36,417.39,461.8
64.63,105.35,141.44,185.39,231.8,279.48,323.37,368.49,417.53,461.9
64.6,105.37,141.51,185.45,231.8,279.52,323.51,368.5,417.68,462.01
64.59,105.36,141.47,185.5,231.89,279.52,323.5,368.63,417.7,462.14
64.57,105.29,141.42,185.67,231.95,279.63,323.5,368.73,417.9,462.22
64.59,105.35,141.46,185.66,232.11,279.69,323.67,368.86,417.92,462.38
64.64,105.37,141.47,185.77,232.33,279.81,323.62,368.94,417.98,462.46
64.63,105.4,141.51,185.86,232.25,279.91,323.7,369.02,418.09,462.48
64.63,105.4,141.54,185.9,232.27,279.98,323.81,369.16,418.16,462.48
64.69,105.3,141.56,185.94,232.24,280.13,323.85,369.26,418.31,462.53
64.68,105.26,141.51,185.94,232.37,280.11,323.99,369.38,418.49,462.64
64.6,105.22,141.5,185.99,232.36,280.07,324.11,369.43,418.55,462.68
64.62,105.31,141.49,186.02,232.4,280.07,324.17,369.6,418.73,462.72
64.64,105.33,141.46,186.07,232.43,280.17,324.27,369.68,418.79,462.85
64.58,105.38,141.52,186.08,232.35,280.26,324.45,369.75,418.9,462.85
64.56,105.47,141.59,186.12,232.56,280.44,324.6,369.83,418.97,463.02
64.56,105.41,141.67,186.11,232.52,280.56,324.71,370.03,419.06,463.19
64.61,105.47,141.65,186.15,232.67,280.78,324.77,370.17,419.11,463.33
64.63,105.3,141.69,186.17,232.69,280.93,324.84,370.28,419.16,463.4
64.68,105.36,141.68,186.24,232.83,280.95,324.86,370.43,419.15,463.43
64.74,105.27,141.74,186.33,232.93,281.02,325.0,370.52,419.15,463.63
64.75,105.29,141.67,186.37,232.97,281.08,325.09,370.61,419.21,463.67
64.73,105.34,141.75,186.35,233.07,281.13,325.28,370.68,419.32,463.83
64.79,105.36,141.82,186.28,233.11,281.28,325.34,370.74,419.5,463.9
64.79,105.31,141.81,186.24,233.16,281.28,325.44,370.9,419.56,464.0
64.91,105.36,141.8,186.35,233.24,281.31,325.42,370.93,419.62,464.11
65.0,105.36,141.81,186.37,233.3,281.36,325.43,371.04,419.67,464.22
64.97,105.4,141.88,186.34,233.35,281.34,325.46,371.24,419.73,464.26
64.91,105.41,141.9,186.38,233.39,281.4,325.55,371.35,419.84,464.3
64.89,105.4,141.95,186.29,233.4,281.36,325.6,371.35,419.95,464.48
64.93,105.42,141.99,186.43,233.44,281.37,325.6,371.54,420.07,464.6
64.97,105.48,141.98,186.44,233.51,281.51,325.62,371.59,420.22,464.8
64.9,105.45,142.03,186.43,233.63,281.57,325.74,371.7,420.28,464.82
64.89,105.47,142.11,186.52,233.71,281.58,325.92,371.86,420.4,464.95
64.99,105.51,142.14,186.58,233.75,281.63,325.94,371.85,420.62,465.09
65.0,105.49,142.08,186.62,233.76,281.74,326.05,372.0,420.82,465.25
65.06,105.6,142.11,186.83,233.82,281.76,326.18,372.05,420.92,465.31
65.03,105.62,142.12,186.9,233.86,281.82,326.19,372.1,421.01,465.35
64.99,105.53,142.16,187.04,233.85,281.9,326.21,372.23,421.2,465.48
65.04,105.52,142.19,186.97,233.95,281.94,326.21,372.26,421.26,465.45
65.12,105.53,142.22,187.05,233.96,281.96,326.25,372.37,421.48,465.5
65.2,105.44,142.24,187.1,234.0,281.96,326.27,372.5,421.54,465.58
65.26,105.44,142.26,187.19,234.03,281.98,326.43,372.48,421.63,465.7
65.23,105.46,142.37,187.27,234.07,281.98,326.48,372.57,421.64,465.78
65.31,105.54,142.36,187.33,234.2,281.92,326.43,372.68,421.59,465.88
65.44,105.66,142.38,187.3,234.22,282.07,326.48,372.76,421.74,466.0
65.38,105.62,142.52,187.28,234.24,282.15,326.58,372.87,421.85,466.11
65.38,105.64,142.6,187.3,234.23,282.24,326.58,372.91,422.07,466.27
65.35,105.55,142.63,187.31,234.22,282.29,326.61,372.94,422.2,466.34
65.29,105.52,142.61,187.37,234.19,282.33,326.62,373.05,422.37,466.48
65.24,105.53,142.69,187.23,234.24,282.28,326.66,373.14,422.54,466.58
65.2,105.55,142.81,187.1,234.36,282.42,326.75,373.24,422.58,466.64
65.22,105.59,142.9,187.13,234.39,282.41,326.82,373.34,422.66,466.75
65.26,105.52,142.93,187.1,234.42,282.59,326.87,373.43,422.76,466.9
65.3,105.58,142.96,187.1,234.42,282.7,326.99,373.54,422.85,467.01
65.23,105.6,142.99,187.17,234.4,282.77,327.1,373.68,422.92,467.12
65.28,105.6,142.96,187.21,234.38,282.78,327.13,373.67,422.94,467.26
65.28,105.69,143.09,187.28,234.43,282.76,327.15,373.66,422.96,467.37
65.29,105.74,143.08,187.26,234.46,282.75,327.22,373.76,423.01,467.51
65.32,105.75,143.18,187.22,234.51,282.84,327.34,373.84,423.2,467.67
65.38,105.7,143.21,187.36,234.47,282.88,327.3,373.76,423.24,467.75
65.42,105.76,143.22,187.41,234.46,283.01,327.39,373.9,423.24,467.85
65.45,105.73,143.23,187.36,234.45,282.94,327.55,374.03,423.37,467.99
65.46,105.76,143.32,187.36,234.53,283.04,327.69,374.11,423.47,468.22
65.41,105.78,143.38,187.41,234.58,283.08,327.65,374.24,423.54,468.29
65.35,105.76,143.45,187.39,234.6,283.05,327.56,374.3,423.53,468.46
65.43,105.88,143.46,187.47,234.66,283.19,327.63,374.36,423.55,468.63
65.41,105.88,143.52,187.49,234.68,283.3,327.72,374.49,423.56,468.64
65.33,105.91,143.5,187.56,234.79,283.45,327.78,374.63,423.71,468.74
65.41,105.8,143.35,187.49,234.95,283.52,327.88,374.79,423.72,468.84
65.41,105.96,143.33,187.57,234.96,283.57,327.97,374.89,423.72,468.81
65.38,105.97,143.38,187.57,234.96,283.62,328.1,374.99,423.81,468.8
65.4,105.98,143.42,187.62,235.14,283.65,328.25,374.99,423.93,468.83
65.47,106.0,143.46,187.68,235.21,283.71,328.3,375.01,424.08,468.9
65.49,106.1,143.53,187.81,235.17,283.7,328.35,375.22,424.13,468.85
65.43,106.09,143.55,187.78,235.27,283.71,328.49,375.19,424.2,468.94
65.39,106.14,143.5,187.83,235.32,283.66,328.52,375.37,424.38,469.16
65.38,106.15,143.51,187.86,235.37,283.66,328.55,375.54,424.54,469.29
65.38,106.27,143.48,187.96,235.36,283.71,328.56,375.62,424.63,469.35
65.5,106.25,143.54,187.99,235.41,283.75,328.59,375.76,424.75,469.45
65.46,106.21,143.5,188.05,235.46,283.76,328.62,375.82,424.78,469.6
65.45,106.22,143.52,188.15,235.54,283.84,328.74,375.94,424.91,469.77
65.52,106.25,143.55,188.16,235.65,283.87,328.8,376.03,425.01,469.91
65.51,106.31,143.62,188.28,235.68,283.98,328.8,376.12,425.07,470.04
65.52,106.35,143.79,188.36,235.71,284.03,328.89,376.16,425.15,470.06
65.59,106.38,143.81,188.46,235.87,284.08,329.11,376.2,425.25,470.12
65.62,106.46,143.82,188.49,235.89,284.17,329.11,376.33,425.2,470.24
65.7,106.48,143.88,188.44,236.04,284.19,329.31,376.36,425.41,470.35
65.79,106.45,143.95,188.45,236.12,284.25,329.36,376.28,425.62,470.43
65.87,106.5,144.02,188.55,236.19,284.2,329.38,376.4,425.82,470.52
65.91,106.53,144.08,188.53,236.27,284.36,329.42,376.52,426.0,470.63
66.01,106.48,144.2,188.6,236.35,284.39,329.5,376.59,426.17,470.72
66.04,106.43,144.17,188.67,236.44,284.46,329.54,376.72,426.24,470.81
66.05,106.49,144.23,188.74,236.41,284.54,329.61,376.74,426.39,470.77
66.04,106.47,144.26,188.71,236.62,284.47,329.7,376.85,426.45,470.85
66.07,106.54,144.26,188.78,236.55,284.63,329.73,376.98,426.42,470.85
66.06,106.5,144.35,188.76,236.72,284.73,329.78,377.03,426.55,470.96
66.12,106.41,144.36,188.81,236.81,284.87,329.79,377.18,426.65,470.99
66.14,106.35,144.3,188.8,236.85,284.94,329.89,377.28,426.72,471.01
66.18,106.29,144.43,188.89,236.89,285.03,329.91,377.32,426.83,471.12
66.2,106.28,144.42,188.89,237.05,285.16,330.0,377.42,426.99,471.17
66.23,106.3,144.47,188.9,237.15,285.18,330.04,377.59,427.1,471.32
66.3,106.35,144.46,189.0,237.11,285.33,330.12,377.68,427.18,471.39
66.34,106.33,144.46,189.05,237.21,285.49,330.28,377.75,427.2,471.46
66.37,106.41,144.47,189.04,237.36,285.58,330.35,377.96,427.21,471.45
66.44,106.45,144.61,189.05,237.46,285.69,330.4,378.18,427.34,471.45
66.5,106.52,144.77,189.07,237.45,285.72,330.49,378.21,427.52,471.51
66.51,106.6,144.7,189.15,237.48,285.78,330.6,378.34,427.56,471.52
66.52,106.64,144.69,189.19,237.47,285.87,330.74,378.49,427.59,471.61
66.52,106.71,144.76,189.19,237.45,285.9,330.73,378.53,427.69,471.76
66.59,106.75,144.69,189.17,237.47,285.98,330.83,378.7,427.77,471.86
66.6,106.76,144.67,189.16,237.4,286.0,330.91,378.78,427.78,471.94
66.54,106.84,144.78,189.14,237.49,286.01,331.0,378.76,428.01,472.1
66.54,106.81,144.93,189.21,237.57,286.09,331.05,378.89,428.14,472.05
66.47,106.81,144.89,189.25,237.59,286.23,331.04,378.89,428.26,472.2
66.52,106.79,144.96,189.25,237.7,286.32,331.11,378.95,428.41,472.33
66.57,106.85,144.98,189.34,237.75,286.36,331.25,378.99,428.57,472.39
66.57,106.89,145.05,189.44,237.91,286.44,331.33,379.07,428.73,472.48
66.52,106.88,145.12,189.44,238.03,286.46,331.41,379.09,428.8,472.54
66.55,106.96,145.15,189.46,238.14,286.39,331.47,379.19,428.85,472.65
66.56,106.97,145.11,189.53,238.17,286.45,331.56,379.29,428.99,472.78
66.55,106.92,145.19,189.57,238.15,286.47,331.61,379.38,429.17,472.95
66.63,106.98,145.17,189.54,238.17,286.56,331.69,379.55,429.15,473.16
66.64,106.92,145.15,189.58,238.22,286.6,331.72,379.64,429.35,473.3
66.53,106.94,145.2,189.74,238.32,286.58,331.86,379.69,429.44,473.42
66.56,106.97,145.15,189.79,238.34,286.63,331.91,379.86,429.6,473.55
66.7,107.06,145.14,189.75,238.44,286.72,332.01,379.92,429.58,473.59
66.74,107.06,145.06,189.81,238.61,286.78,332.09,380.03,429.63,473.66
66.73,107.08,145.12,189.84,238.65,286.8,332.08,380.15,429.7,473.73
66.82,107.13,145.22,189.89,238.65,286.79,332.24,380.19,429.77,473.85
66.89,107.2,145.18,189.9,238.64,286.71,332.31,380.37,429.74,473.87
66.9,107.24,145.3,189.96,238.71,286.79,332.31,380.4,429.86,473.96
66.94,107.21,145.47,190.09,238.81,286.79,332.51,380.46,429.95,474.07
66.87,107.17,145.4,190.16,238.87,286.85,332.54,380.59,430.1,474.12
66.85,107.15,145.38,190.23,238.84,286.79,332.57,380.7,430.2,474.19
66.88,107.27,145.42,190.29,238.95,286.82,332.56,380.79,430.23,474.23
66.8,107.23,145.42,190.39,238.89,286.85,332.6,381.05,430.41,474.27
66.82,107.31,145.53,190.39,238.95,286.86,332.72,381.19,430.56,474.34
66.82,107.3,145.5,190.43,238.92,286.83,332.76,381.25,430.74,474.46
66.82,107.3,145.48,190.5,239.03,286.85,332.83,381.29,430.87,474.66
66.89,107.28,145.48,190.43,239.08,286.95,332.94,381.4,431.05,474.7
66.96,107.35,145.54,190.46,239.13,286.97,332.98,381.43,431.06,474.78
66.98,107.43,145.72,190.48,239.2,286.87,333.15,381.57,431.17,474.89
66.99,107.41,145.68,190.5,239.25,286.95,333.26,381.59,431.2,474.97
66.96,107.48,145.61,190.61,239.26,286.94,333.29,381.76,431.23,475.15
66.87,107.51,145.76,190.67,239.24,287.07,333.33,381.78,431.36,475.23
66.92,107.46,145.83,190.61,239.2,287.08,333.41,381.95,431.42,475.36
66.9,107.52,145.87,190.62,239.28,287.22,333.48,382.04,431.46,475.44
66.95,107.62,145.85,190.66,239.33,287.26,333.54,382.12,431.47,475.54
66.94,107.73,145.86,190.65,239.42,287.41,333.58,382.22,431.5,475.63
67.02,107.78,145.9,190.66,239.53,287.54,333.69,382.25,431.63,475.73
67.05,107.79,145.96,190.71,239.58,287.58,333.71,382.22,431.68,475.83
67.07,107.81,145.97,190.8,239.62,287.65,333.77,382.31,431.82,475.98
67.05,107.82,146.02,190.85,239.74,287.68,333.85,382.35,431.87,476.07
67.06,107.74,146.06,190.9,239.65,287.76,333.93,382.31,432.02,476.23
67.17,107.71,146.05,191.01,239.65,287.82,333.97,382.48,432.15,476.33
