lambda_0.1,lambda_0.2,lambda_0.3,lambda_0.4,lambda_0.5,lambda_0.6,lambda_0.7,lambda_0.8,lambda_0.9,lambda_1.0
6.018,8.921,11.071,12.864,13.825,15.831,17.079,19.389,19.515,20.818
6.046,8.933,11.097,12.876,13.918,15.882,17.045,19.368,19.49,20.816
6.036,8.944,11.108,12.929,13.972,15.877,17.029,19.314,19.509,20.85
6.039,8.954,11.132,12.903,13.963,15.943,17.091,19.375,19.54,20.81
6.025,8.959,11.172,12.932,13.957,16.056,17.16,19.465,19.597,20.936
6.035,8.976,11.21,12.92,13.944,16.12,17.167,19.449,19.638,20.973
6.034,8.998,11.192,12.909,13.948,16.14,17.153,19.506,19.73,21.044
6.042,9.019,11.173,12.873,13.98,16.119,17.187,19.569,19.783,21.032
6.028,9.04,11.19,12.885,14.028,16.116,17.127,19.549,19.785,21.097
6.038,9.094,11.216,12.856,14.069,16.148,17.21,19.542,19.846,21.051
6.049,9.105,11.239,12.901,14.11,16.167,17.228,19.6,19.795,21.086
6.068,9.1,11.258,12.907,14.149,16.164,17.161,19.621,19.847,21.111
6.067,9.119,11.277,12.9,14.196,16.179,17.171,19.606,19.948,21.143
6.106,9.143,11.287,12.943,14.163,16.184,17.176,19.638,19.987,21.133
6.084,9.154,11.292,12.969,14.165,16.227,17.225,19.642,20.027,21.122
6.094,9.168,11.332,12.995,14.136,16.249,17.169,19.629,20.122,21.099
6.09,9.173,11.348,13.045,14.152,16.297,17.191,19.757,20.094,21.098
6.091,9.238,11.363,13.046,14.138,16.316,17.17,19.732,20.059,21.058
6.118,9.246,11.368,13.084,14.153,16.306,17.224,19.789,20.126,21.101
6.123,9.29,11.386,13.097,14.174,16.308,17.231,19.759,20.13,21.083
6.138,9.302,11.417,13.175,14.16,16.354,17.259,19.886,20.141,21.136
6.167,9.312,11.426,13.167,14.187,16.35,17.296,19.968,20.221,21.179
6.192,9.315,11.439,13.155,14.175,16.361,17.235,19.972,20.183,21.217
6.228,9.324,11.479,13.153,14.233,16.335,17.181,19.914,20.251,21.249
6.226,9.308,11.51,13.188,14.266,16.372,17.18,19.952,20.288,21.283
6.275,9.36,11.502,13.247,14.299,16.333,17.163,19.957,20.369,21.306
6.261,9.401,11.521,13.284,14.335,16.358,17.151,19.999,20.377,21.23
6.286,9.395,11.537,13.301,14.348,16.371,17.191,20.099,20.376,21.296
6.321,9.379,11.493,13.316,14.39,16.375,17.206,20.081,20.387,21.372
6.345,9.408,11.523,13.331,14.362,16.377,17.244,20.107,20.37,21.371
6.366,9.409,11.525,13.352,14.344,16.386,17.337,20.083,20.36,21.435
6.373,9.451,11.501,13.335,14.251,16.384,17.341,20.134,20.431,21.448
6.401,9.464,11.532,13.35,14.251,16.45,17.342,20.257,20.46,21.455
6.417,9.45,11.548,13.467,14.286,16.539,17.399,20.295,20.536,21.483
6.433,9.467,11.573,13.507,14.295,16.588,17.377,20.377,20.529,21.465
6.432,9.45,11.592,13.535,14.266,16.669,17.397,20.404,20.585,21.583
6.431,9.471,11.627,13.536,14.283,16.689,17.411,20.419,20.574,21.571
6.444,9.475,11.657,13.497,14.254,16.692,17.438,20.457,20.546,21.619
6.444,9.497,11.656,13.528,14.259,16.699,17.479,20.456,20.569,21.673
6.453,9.497,11.661,13.526,14.249,16.805,17.457,20.463,20.648,21.716
6.449,9.501,11.674,13.569,14.315,16.883,17.518,20.54,20.666,21.773
6.466,9.52,11.692,13.565,14.329,16.909,17.482,20.592,20.675,21.746
6.457,9.544,11.697,13.557,14.373,16.943,17.559,20.635,20.728,21.723
6.463,9.574,11.711,13.554,14.386,16.976,17.532,20.64,20.814,21.833
6.477,9.575,11.721,13.538,14.403,16.94,17.61,20.674,20.869,21.911
6.498,9.58,11.719,13.543,14.411,17.096,17.659,20.668,20.917,21.874
6.519,9.575,11.711,13.545,14.433,17.09,17.691,20.702,20.854,21.854
6.521,9.581,11.742,13.585,14.469,17.109,17.746,20.762,20.872,21.957
6.536,9.647,11.774,13.588,14.439,17.115,17.789,20.788,20.865,21.995
6.529,9.67,11.747,13.678,14.448,17.178,17.821,20.741,20.848,22.041
6.542,9.702,11.78,13.711,14.419,17.175,17.838,20.738,20.889,22.126
6.563,9.692,11.815,13.672,14.452,17.166,17.816,20.783,20.868,22.199
6.568,9.707,11.794,13.683,14.496,17.148,17.858,20.799,20.966,22.177
6.543,9.676,11.843,13.702,14.474,17.148,17.882,20.877,20.913,22.259
6.57,9.669,11.851,13.715,14.546,17.133,17.902,20.988,20.929,22.285
6.556,9.656,11.85,13.732,14.547,17.103,17.976,21.038,20.996,22.411
6.561,9.672,11.855,13.736,14.525,17.092,17.995,21.023,20.996,22.466
6.536,9.705,11.839,13.759,14.562,17.159,18.053,21.042,21.05,22.533
6.529,9.712,11.853,13.778,14.566,17.214,18.09,21.063,21.102,22.612
6.54,9.709,11.816,13.771,14.583,17.239,18.152,21.13,21.149,22.568
6.541,9.725,11.845,13.811,14.603,17.259,18.184,21.102,21.206,22.606
6.574,9.762,11.875,13.815,14.594,17.291,18.186,21.133,21.261,22.688
6.568,9.762,11.807,13.883,14.614,17.272,18.213,21.14,21.284,22.693
6.577,9.774,11.797,13.849,14.623,17.304,18.224,21.149,21.295,22.704
6.581,9.804,11.803,13.848,14.65,17.312,18.328,21.143,21.406,22.709
6.598,9.841,11.816,13.871,14.669,17.355,18.356,21.157,21.354,22.768
6.587,9.852,11.849,13.887,14.659,17.41,18.388,21.163,21.357,22.795
6.599,9.869,11.866,13.963,14.753,17.392,18.435,21.214,21.386,22.819
6.595,9.911,11.86,14.011,14.818,17.405,18.519,21.236,21.402,22.832
6.604,9.889,11.889,14.014,14.775,17.402,18.594,21.262,21.452,22.86
6.646,9.898,11.908,14.049,14.816,17.413,18.617,21.346,21.42,22.871
6.657,9.91,11.893,14.046,14.839,17.442,18.58,21.354,21.387,22.963
6.649,9.931,11.939,14.086,14.845,17.459,18.628,21.293,21.467,23.007
6.663,9.946,11.957,14.085,14.898,17.442,18.636,21.272,21.45,23.014
6.694,9.96,11.949,14.121,14.916,17.449,18.679,21.29,21.411,23.052
6.699,9.989,11.984,14.182,14.912,17.474,18.736,21.375,21.371,23.024
6.718,10.01,12.031,14.212,14.91,17.51,18.784,21.364,21.443,23.124
6.722,10.034,12.052,14.204,14.911,17.465,18.779,21.344,21.512,23.141
6.741,10.043,12.098,14.247,14.936,17.545,18.838,21.373,21.644,23.208
6.737,10.063,12.162,14.205,14.975,17.577,18.865,21.365,21.648,23.201
6.731,10.051,12.168,14.201,14.954,17.554,18.852,21.409,21.673,23.197
6.749,10.079,12.19,14.229,14.954,17.514,18.924,21.396,21.687,23.251
6.759,10.094,12.204,14.237,14.96,17.467,18.991,21.39,21.737,23.342
6.777,10.146,12.233,14.287,14.972,17.472,19.062,21.417,21.804,23.389
6.776,10.159,12.294,14.314,15.024,17.465,19.08,21.487,21.773,23.312
6.788,10.168,12.328,14.317,15.08,17.49,19.143,21.494,21.781,23.366
6.818,10.203,12.377,14.355,15.131,17.55,19.163,21.524,21.835,23.423
6.825,10.204,12.383,14.352,15.18,17.575,19.188,21.538,21.816,23.481
6.859,10.205,12.427,14.405,15.231,17.636,19.14,21.586,21.919,23.518
6.853,10.193,12.463,14.47,15.251,17.597,19.188,21.593,21.843,23.496
6.868,10.213,12.473,14.476,15.263,17.651,19.253,21.557,21.876,23.562
6.86,10.235,12.497,14.494,15.279,17.711,19.33,21.606,21.905,23.567
6.861,10.255,12.543,14.532,15.296,17.717,19.363,21.589,21.935,23.54
6.861,10.313,12.558,14.531,15.299,17.706,19.401,21.666,21.991,23.47
6.87,10.283,12.555,14.508,15.297,17.735,19.381,21.709,22.109,23.493
6.88,10.282,12.583,14.501,15.396,17.781,19.358,21.805,22.103,23.673
6.896,10.287,12.569,14.547,15.36,17.798,19.351,21.807,22.057,23.619
6.887,10.295,12.572,14.516,15.37,17.881,19.371,21.834,22.105,23.655
6.899,10.301,12.583,14.55,15.375,17.885,19.424,21.861,22.106,23.728
6.899,10.295,12.613,14.584,15.394,17.907,19.451,21.87,22.153,23.729
6.882,10.313,12.59,14.601,15.363,17.977,19.513,21.861,22.173,23.762
6.893,10.334,12.63,14.597,15.388,18.042,19.549,21.919,22.209,23.69
6.901,10.365,12.648,14.597,15.491,18.06,19.529,21.868,22.207,23.751
6.923,10.39,12.657,14.592,15.452,18.076,19.598,21.843,22.266,23.707
6.937,10.429,12.666,14.588,15.446,18.088,19.597,21.861,22.355,23.789
6.943,10.432,12.693,14.599,15.49,18.101,19.63,21.889,22.414,23.759
6.959,10.471,12.713,14.563,15.53,18.103,19.665,21.842,22.453,23.74
6.945,10.463,12.761,14.574,15.56,18.134,19.671,21.805,22.491,23.716
6.96,10.463,12.771,14.593,15.601,18.17,19.668,21.891,22.52,23.686
6.958,10.469,12.82,14.559,15.616,18.155,19.651,21.987,22.569,23.709
6.982,10.497,12.837,14.603,15.737,18.138,19.632,22.006,22.535,23.711
6.979,10.504,12.83,14.596,15.829,18.171,19.635,22.035,22.564,23.723
6.997,10.53,12.861,14.586,15.88,18.216,19.685,21.996,22.631,23.71
7.014,10.548,12.874,14.598,15.975,18.298,19.677,22.045,22.625,23.779
7.022,10.532,12.898,14.584,16.013,18.245,19.681,22.047,22.656,23.768
7.025,10.53,12.873,14.584,16.05,18.244,19.65,22.095,22.712,23.802
7.038,10.545,12.922,14.64,16.102,18.269,19.637,22.08,22.686,23.811
7.057,10.547,12.946,14.614,16.149,18.357,19.656,22.161,22.678,23.866
7.077,10.557,13.035,14.618,16.192,18.401,19.68,22.214,22.718,23.952
7.107,10.564,13.085,14.623,16.206,18.434,19.714,22.279,22.707,24.017
7.11,10.597,13.103,14.624,16.227,18.444,19.817,22.321,22.652,24.065
7.122,10.623,13.101,14.686,16.29,18.503,19.893,22.321,22.817,24.088
7.135,10.654,13.115,14.691,16.298,18.537,19.952,22.369,22.868,24.134
7.144,10.663,13.188,14.722,16.302,18.541,20.006,22.415,22.975,24.176
7.144,10.683,13.207,14.71,16.311,18.561,20.092,22.414,23.062,24.19
7.155,10.715,13.192,14.712,16.336,18.603,20.063,22.422,23.153,24.213
7.158,10.744,13.195,14.694,16.39,18.672,20.022,22.441,23.216,24.179
7.152,10.782,13.246,14.669,16.35,18.699,20.075,22.469,23.358,24.146
7.164,10.777,13.292,14.635,16.394,18.752,20.059,22.509,23.333,24.196
7.192,10.83,13.296,14.709,16.405,18.768,20.028,22.482,23.373,24.305
7.188,10.815,13.328,14.67,16.434,18.78,20.055,22.53,23.399,24.272
7.187,10.867,13.314,14.682,16.465,18.783,20.081,22.547,23.488,24.253
7.2,10.885,13.3,14.733,16.45,18.775,20.109,22.557,23.485,24.275
7.209,10.891,13.284,14.728,16.461,18.747,20.083,22.604,23.538,24.395
7.219,10.931,13.273,14.714,16.562,18.775,20.132,22.65,23.552,24.473
7.225,10.973,13.282,14.717,16.564,18.774,20.104,22.718,23.565,24.392
7.23,10.956,13.329,14.76,16.565,18.783,20.142,22.698,23.622,24.443
7.248,10.949,13.323,14.848,16.618,18.834,20.153,22.668,23.678,24.483
7.269,10.986,13.359,14.898,16.649,18.87,20.112,22.753,23.697,24.537
7.248,10.978,13.324,14.908,16.618,18.866,20.11,22.743,23.618,24.521
7.236,11.009,13.302,14.903,16.653,18.905,20.164,22.706,23.647,24.545
7.238,10.999,13.298,14.89,16.634,18.932,20.171,22.77,23.671,24.53
7.258,11.002,13.352,14.888,16.621,18.958,20.194,22.772,23.707,24.554
7.243,11.054,13.36,14.874,16.623,19.029,20.219,22.812,23.772,24.546
7.253,11.056,13.353,14.887,16.613,19.04,20.271,22.744,23.884,24.56
7.258,11.051,13.397,14.916,16.656,19.05,20.327,22.726,23.888,24.621
7.265,11.075,13.401,14.973,16.617,19.068,20.351,22.789,23.934,24.686
7.264,11.069,13.392,15.061,16.652,19.111,20.401,22.764,24.059,24.717
7.267,11.063,13.429,15.113,16.63,19.179,20.504,22.777,24.035,24.722
7.251,11.083,13.433,15.147,16.664,19.259,20.573,22.803,24.064,24.839
7.25,11.067,13.416,15.165,16.638,19.282,20.56,22.868,24.14,24.82
7.253,11.069,13.426,15.19,16.671,19.277,20.587,22.875,24.146,24.913
7.266,11.123,13.46,15.176,16.721,19.318,20.635,22.903,24.176,24.911
7.258,11.121,13.502,15.188,16.689,19.338,20.624,23.006,24.217,25.001
7.285,11.104,13.555,15.236,16.756,19.387,20.617,23.008,24.212,25.063
7.288,11.091,13.584,15.27,16.797,19.406,20.588,22.994,24.194,25.134
7.303,11.117,13.535,15.235,16.862,19.463,20.609,22.987,24.268,25.237
7.31,11.124,13.537,15.213,16.868,19.499,20.647,23.023,24.341,25.192
7.334,11.135,13.549,15.224,16.909,19.579,20.606,23.003,24.351,25.205
7.364,11.12,13.604,15.236,16.907,19.61,20.708,23.045,24.46,25.227
7.368,11.142,13.595,15.249,16.943,19.648,20.765,23.08,24.448,25.302
7.379,11.163,13.622,15.289,16.935,19.689,20.874,23.039,24.519,25.341
7.371,11.181,13.614,15.293,16.971,19.688,20.872,23.025,24.511,25.371
7.367,11.179,13.621,15.32,16.984,19.723,20.894,23.095,24.473,25.357
7.38,11.218,13.632,15.314,16.949,19.741,20.903,23.211,24.454,25.359
7.366,11.27,13.656,15.358,16.99,19.764,20.938,23.24,24.478,25.424
7.381,11.309,13.688,15.39,17.046,19.806,20.888,23.216,24.465,25.461
7.388,11.355,13.706,15.406,17.104,19.851,20.939,23.262,24.526,25.482
7.396,11.347,13.721,15.408,17.085,19.933,20.944,23.34,24.548,25.588
7.412,11.383,13.746,15.435,17.092,19.901,20.983,23.4,24.637,25.689
7.434,11.45,13.822,15.397,17.086,19.901,20.985,23.435,24.65,25.716
7.45,11.447,13.81,15.391,17.098,19.9,21.08,23.437,24.707,25.821
7.475,11.476,13.786,15.415,17.125,19.955,21.138,23.372,24.713,25.895
7.488,11.483,13.778,15.393,17.135,19.94,21.191,23.395,24.765,25.929
7.49,11.476,13.75,15.409,17.149,19.999,21.243,23.394,24.788,25.929
7.509,11.493,13.766,15.408,17.173,20.001,21.281,23.432,24.849,25.978
7.538,11.502,13.771,15.441,17.148,19.986,21.37,23.524,24.854,26.042
7.556,11.504,13.794,15.444,17.156,19.968,21.435,23.5,24.877,25.994
7.594,11.532,13.802,15.441,17.171,19.965,21.454,23.458,24.92,26.122
7.614,11.561,13.787,15.473,17.156,19.999,21.543,23.477,24.953,26.133
7.614,11.566,13.797,15.489,17.193,19.947,21.549,23.494,24.91,26.126
7.628,11.549,13.805,15.528,17.228,19.918,21.522,23.514,24.913,26.101
7.655,11.541,13.789,15.561,17.233,19.902,21.544,23.501,24.95,26.175
7.635,11.531,13.803,15.569,17.258,19.926,21.605,23.562,24.97,26.206
7.639,11.56,13.853,15.641,17.203,19.931,21.638,23.632,24.979,26.172
7.625,11.601,13.834,15.634,17.2,19.988,21.693,23.626,24.867,26.206
7.636,11.605,13.853,15.646,17.2,19.989,21.717,23.624,24.932,26.198
7.642,11.584,13.85,15.643,17.209,20.031,21.746,23.691,24.977,26.213
7.649,11.599,13.864,15.68,17.225,19.985,21.734,23.777,24.93,26.236
7.664,11.611,13.884,15.683,17.211,20.011,21.783,23.869,24.939,26.265
7.655,11.604,13.896,15.726,17.165,20.081,21.795,23.89,24.921,26.322
7.672,11.6,13.938,15.755,17.167,20.084,21.851,23.845,24.907,26.258
7.673,11.605,13.971,15.77,17.19,20.055,21.862,23.95,24.973,26.277
7.678,11.626,14.02,15.828,17.183,20.058,21.836,23.957,24.96,26.245
7.672,11.639,14.03,15.838,17.208,20.059,21.824,23.96,25.009,26.236
7.675,11.693,14.048,15.81,17.242,20.128,21.849,24.011,25.082,26.223
7.708,11.716,14.081,15.814,17.25,20.13,21.814,24.04,25.1,26.265
7.72,11.703,14.084,15.835,17.284,20.107,21.836,24.034,25.134,26.233
7.726,11.712,14.107,15.844,17.338,20.061,21.839,24.006,25.114,26.312
7.738,11.721,14.135,15.853,17.347,20.106,21.868,24.005,25.153,26.41
7.763,11.74,14.127,15.924,17.374,20.112,21.856,24.001,25.151,26.414
7.758,11.789,14.176,15.934,17.41,20.105,21.908,24.013,25.162,26.468
7.794,11.784,14.201,15.958,17.406,20.174,21.948,24.091,25.179,26.441
7.805,11.776,14.245,15.979,17.477,20.184,21.984,24.132,25.211,26.302
7.81,11.8,14.273,15.985,17.503,20.231,22.086,24.156,25.183,26.338
7.807,11.842,14.235,16.008,17.549,20.202,22.125,24.125,25.223,26.348
7.836,11.834,14.266,16.037,17.572,20.181,22.155,24.208,25.282,26.409
7.859,11.879,14.248,16.019,17.634,20.212,22.135,24.132,25.297,26.484
7.899,11.923,14.246,16.047,17.633,20.214,22.142,24.209,25.288,26.508
7.911,11.918,14.24,16.064,17.622,20.246,22.233,24.196,25.322,26.573
7.905,11.944,14.235,16.094,17.601,20.332,22.239,24.26,25.295,26.566
7.891,11.965,14.204,16.105,17.619,20.384,22.292,24.269,25.404,26.621
7.899,11.975,14.205,16.099,17.604,20.434,22.257,24.321,25.42,26.637
7.901,11.982,14.182,16.086,17.647,20.437,22.249,24.266,25.333,26.671
7.905,11.987,14.186,16.117,17.65,20.421,22.312,24.355,25.378,26.667
7.891,12.023,14.182,16.174,17.655,20.406,22.34,24.376,25.421,26.712
7.913,12.044,14.176,16.251,17.679,20.404,22.347,24.421,25.486,26.71
7.919,12.038,14.214,16.246,17.684,20.378,22.39,24.499,25.469,26.723
7.922,12.036,14.204,16.271,17.688,20.436,22.429,24.502,25.488,26.699
7.918,12.051,14.191,16.318,17.693,20.454,22.438,24.559,25.507,26.794
7.951,12.03,14.194,16.322,17.754,20.48,22.435,24.609,25.535,26.827
7.969,12.026,14.177,16.355,17.816,20.493,22.447,24.611,25.531,26.874
7.997,12.018,14.169,16.384,17.839,20.495,22.471,24.69,25.621,26.866
8.011,12.032,14.21,16.407,17.834,20.541,22.485,24.679,25.56,26.951
8.002,12.019,14.238,16.446,17.838,20.55,22.521,24.727,25.556,26.943
7.992,12.011,14.274,16.491,17.883,20.544,22.544,24.73,25.548,26.952
7.997,12.011,14.271,16.477,17.893,20.599,22.525,24.794,25.52,27.02
7.993,12.007,14.351,16.509,17.936,20.582,22.582,24.821,25.504,27.013
7.994,12.002,14.413,16.508,17.937,20.629,22.522,24.861,25.519,26.968
8.002,11.964,14.401,16.497,17.968,20.635,22.541,24.894,25.533,26.965
8.025,11.97,14.399,16.482,18.035,20.66,22.596,24.913,25.548,26.958
8.041,11.969,14.403,16.521,18.097,20.703,22.59,24.935,25.581,27.018
8.058,11.984,14.411,16.55,18.118,20.649,22.647,24.909,25.652,26.99
8.053,11.979,14.409,16.542,18.108,20.649,22.661,24.965,25.678,27.037
8.043,12.015,14.423,16.565,18.146,20.627,22.731,24.934,25.745,27.098
8.022,12.043,14.453,16.555,18.205,20.657,22.77,24.942,25.767,27.112
8.035,12.046,14.429,16.614,18.215,20.67,22.769,24.966,25.794,27.19
8.037,12.092,14.446,16.657,18.241,20.697,22.754,25.002,25.9,27.207
8.03,12.089,14.476,16.639,18.267,20.668,22.807,24.948,25.908,27.276
8.018,12.087,14.502,16.675,18.215,20.724,22.798,24.923,25.915,27.313
8.04,12.1,14.514,16.682,18.255,20.732,22.779,24.988,26.036,27.341
8.044,12.082,14.575,16.727,18.296,20.749,22.831,25.021,26.019,27.309
8.044,12.074,14.623,16.743,18.349,20.774,22.845,25.056,26.105,27.239
8.037,12.115,14.64,16.731,18.353,20.867,22.858,25.082,26.123,27.3
8.07,12.129,14.687,16.727,18.341,20.843,22.952,25.067,26.15,27.329
8.076,12.139,14.742,16.711,18.348,20.846,22.961,25.022,26.094,27.399
8.073,12.144,14.732,16.733,18.357,20.942,22.976,25.106,26.01,27.43
8.081,12.157,14.756,16.768,18.372,20.996,23.004,25.168,26.065,27.447
8.111,12.136,14.744,16.774,18.364,21.047,23.01,25.103,26.122,27.529
8.104,12.131,14.805,16.782,18.418,21.115,22.988,25.135,26.152,27.556
8.117,12.127,14.814,16.814,18.466,21.137,23.023,25.193,26.164,27.591
8.123,12.171,14.783,16.807,18.497,21.212,23.019,25.263,26.234,27.646
8.121,12.192,14.827,16.822,18.512,21.163,23.073,25.317,26.284,27.655
8.111,12.187,14.823,16.817,18.521,21.082,23.13,25.303,26.304,27.676
8.113,12.203,14.771,16.809,18.535,21.15,23.205,25.322,26.281,27.789
8.138,12.219,14.781,16.809,18.574,21.153,23.227,25.384,26.301,27.886
8.145,12.244,14.778,16.8,18.614,21.174,23.219,25.371,26.328,27.969
8.146,12.291,14.779,16.844,18.545,21.184,23.293,25.366,26.372,27.95
8.137,12.306,14.771,16.849,18.59,21.208,23.283,25.446,26.403,27.936
8.147,12.337,14.795,16.82,18.628,21.238,23.305,25.427,26.415,27.918
8.161,12.354,14.81,16.827,18.668,21.313,23.314,25.429,26.422,27.899
8.182,12.356,14.806,16.798,18.758,21.343,23.374,25.455,26.393,27.854
8.183,12.409,14.865,16.81,18.801,21.327,23.404,25.499,26.453,27.9
8.183,12.428,14.873,16.865,18.804,21.287,23.458,25.505,26.454,27.947
8.197,12.417,14.888,16.897,18.818,21.299,23.468,25.571,26.549,28.048
8.204,12.444,14.895,16.935,18.824,21.312,23.407,25.62,26.567,28.159
8.223,12.448,14.923,16.986,18.854,21.363,23.409,25.684,26.56,28.141
8.214,12.45,14.907,16.986,18.896,21.369,23.396,25.697,26.571,28.126
8.223,12.448,14.962,17.054,18.919,21.359,23.424,25.712,26.671,28.158
8.236,12.449,14.971,17.072,18.922,21.346,23.526,25.723,26.682,28.175
8.218,12.473,14.994,17.026,18.984,21.373,23.577,25.798,26.615,28.213
8.201,12.485,15.022,16.997,19.019,21.398,23.702,25.786,26.648,28.158
8.193,12.467,15.034,17.022,19.048,21.39,23.786,25.826,26.607,28.141
8.205,12.459,15.084,17.06,19.058,21.426,23.799,25.837,26.726,28.167
8.204,12.483,15.068,17.123,19.094,21.474,23.826,25.872,26.685,28.157
8.194,12.499,15.052,17.161,19.108,21.419,23.858,25.857,26.693,28.143
8.214,12.506,15.082,17.203,19.137,21.42,23.871,25.849,26.757,28.159
8.208,12.505,15.116,17.196,19.119,21.401,23.896,25.903,26.753,28.183
8.209,12.519,15.136,17.246,19.105,21.384,23.924,25.971,26.828,28.168
8.224,12.544,15.099,17.287,19.1,21.373,23.913,25.966,26.866,28.212
8.233,12.585,15.106,17.342,19.121,21.302,23.933,26.046,26.928,28.251
8.248,12.603,15.133,17.307,19.115,21.329,23.942,26.05,26.883,28.296
8.276,12.648,15.133,17.255,19.155,21.354,23.955,26.107,26.88,28.292
8.281,12.67,15.141,17.284,19.188,21.417,24.013,26.16,26.922,28.311
8.285,12.703,15.198,17.268,19.214,21.476,24.01,26.197,26.907,28.334
8.308,12.747,15.189,17.309,19.202,21.498,24.014,26.186,26.943,28.396
8.322,12.735,15.203,17.351,19.218,21.484,24.056,26.216,27.01,28.49
8.326,12.741,15.257,17.398,19.167,21.548,24.102,26.229,27.013,28.526
8.343,12.751,15.276,17.376,19.135,21.564,24.139,26.286,27.063,28.639
8.335,12.738,15.295,17.335,19.189,21.589,24.109,26.303,27.084,28.736
8.342,12.761,15.318,17.404,19.212,21.61,24.066,26.338,27.06,28.793
8.367,12.764,15.289,17.384,19.258,21.581,24.07,26.316,27.069,28.785
8.375,12.797,15.331,17.405,19.212,21.592,24.076,26.392,27.107,28.82
8.368,12.796,15.361,17.423,19.195,21.647,24.077,26.346,27.061,28.896
8.347,12.786,15.385,17.469,19.209,21.638,24.035,26.355,27.092,28.947
8.328,12.787,15.324,17.524,19.227,21.596,24.084,26.392,27.193,29.053
8.34,12.754,15.366,17.565,19.201,21.631,24.003,26.405,27.164,29.05
8.333,12.742,15.396,17.531,19.199,21.671,24.063,26.395,27.185,29.064
8.343,12.78,15.416,17.539,19.294,21.719,24.054,26.404,27.27,28.982
8.367,12.754,15.469,17.52,19.312,21.795,24.109,26.478,27.344,28.997
8.39,12.741,15.489,17.569,19.316,21.845,24.067,26.53,27.33,29.144
8.421,12.763,15.504,17.563,19.336,21.878,24.046,26.479,27.428,29.133
8.447,12.799,15.525,17.572,19.266,21.945,24.025,26.516,27.419,29.103
8.464,12.81,15.566,17.604,19.233,21.965,24.052,26.457,27.371,29.188
8.481,12.78,15.583,17.617,19.3,22.014,24.064,26.463,27.392,29.182
8.466,12.781,15.606,17.615,19.337,21.997,24.055,26.424,27.39,29.234
8.47,12.795,15.62,17.628,19.322,21.977,24.082,26.394,27.346,29.186
8.476,12.829,15.63,17.626,19.347,21.948,24.13,26.42,27.407,29.183
8.503,12.875,15.659,17.59,19.364,22.011,24.2,26.476,27.359,29.235
8.507,12.874,15.657,17.635,19.362,21.97,24.219,26.388,27.319,29.259
8.521,12.901,15.674,17.635,19.372,21.998,24.294,26.385,27.37,29.275
8.518,12.891,15.696,17.615,19.394,22.044,24.252,26.409,27.418,29.292
8.533,12.963,15.686,17.641,19.381,22.1,24.319,26.395,27.456,29.299
8.555,12.991,15.71,17.641,19.363,22.16,24.376,26.332,27.47,29.281
8.542,12.963,15.721,17.634,19.394,22.161,24.325,26.379,27.471,29.306
8.553,12.954,15.723,17.629,19.423,22.161,24.314,26.381,27.546,29.283
8.57,12.974,15.76,17.67,19.435,22.177,24.34,26.434,27.54,29.302
8.58,13.003,15.782,17.691,19.48,22.219,24.368,26.493,27.492,29.418
8.615,13.014,15.822,17.714,19.509,22.241,24.376,26.505,27.488,29.427
8.61,13.008,15.857,17.751,19.545,22.294,24.401,26.517,27.508,29.427
8.627,13.026,15.855,17.748,19.548,22.326,24.391,26.523,27.531,29.398
8.609,13.013,15.882,17.718,19.553,22.29,24.385,26.524,27.584,29.423
8.605,13.018,15.906,17.724,19.625,22.303,24.461,26.548,27.666,29.534
8.62,13.014,15.92,17.732,19.636,22.246,24.446,26.649,27.706,29.598
8.605,13.027,15.924,17.766,19.651,22.293,24.456,26.674,27.741,29.545
8.608,13.012,15.933,17.756,19.642,22.275,24.431,26.723,27.786,29.56
8.596,12.994,15.964,17.791,19.663,22.281,24.436,26.74,27.817,29.547
8.593,13.018,15.996,17.821,19.713,22.297,24.469,26.746,27.861,29.594
8.604,13.037,16.016,17.811,19.668,22.324,24.506,26.727,27.857,29.639
8.612,13.026,16.074,17.843,19.739,22.368,24.552,26.756,27.894,29.62
8.64,13.058,16.088,17.924,19.709,22.409,24.591,26.835,27.828,29.615
8.618,13.065,16.092,17.906,19.747,22.429,24.599,26.827,27.802,29.619
8.626,13.073,16.111,17.965,19.799,22.438,24.658,26.828,27.802,29.685
8.641,13.091,16.144,17.959,19.779,22.476,24.666,26.808,27.854,29.707
8.648,13.114,16.192,18.009,19.786,22.504,24.721,26.817,27.84,29.723
8.665,13.116,16.229,18.011,19.805,22.547,24.699,26.824,27.888,29.771
8.641,13.13,16.233,18.034,19.825,22.52,24.655000000000005,26.826,27.901,29.82
8.652,13.159,16.25,18.051,19.865,22.564,24.678,26.848,27.909,29.87
8.669,13.188,16.277,18.077,19.911,22.581,24.659,26.811,27.936,29.939
8.671,13.183,16.276,18.056,19.979,22.597,24.634,26.826,27.94,29.931
8.695,13.213,16.305,18.06,20.024,22.586,24.688,26.956,27.925,29.905
8.718,13.184,16.316,18.085,19.994,22.623,24.647,26.964,27.913,29.94
8.709,13.195,16.348,18.069,20.013,22.634,24.639,27.038,27.911,29.993
8.686,13.176,16.385,18.058,20.008,22.643,24.673,27.091,27.964,30.073
